Município;UF;Índice de Progresso Social;ÁREA km²;PIB PER CAPITA;Necessidades Humanas Básicas;Fundamentos do Bem-estar;Oportunidades;Nutrição e Cuidados Médicos Básicos;Água e Saneamento;Moradia;Segurança Pessoal;Acesso ao Conhecimento Básico;Acesso à Informação e Comunicação;Saúde e Bem-estar;Qualidade do Meio Ambiente;Direitos Individuais;Liberdades Individuais e de Escolha;Inclusão Social;Acesso à Educação Superior;Cobertura Vacinal (Poliomielite);Hospitalizações por Condições Sensíveis à Atenção Primária;Mortalidade Ajustada por Condições Sensíveis à Atenção Primária;Mortalidade Infantil até 5 Anos;Subnutrição;Abastecimento de Água via Rede de Distribuição;Esgotamento Sanitário Adequado;Índice de Abastecimento de Água;Índice de Perdas de Água na Distribuição;Domicílios com Coleta de Resíduos Adequada;Domicílios com Iluminação Elétrica Adequada;Domicílios com Paredes Adequadas;Domicílios com Piso Adequado;Assassinatos de Jovens;Assassinatos de Mulheres;Homicídios;Mortes por Acidente de Transporte;Abandono no Ensino Fundamental;Abandono no Ensino Médio;Evasão no Ensino Médio;Distorção Idade-Série no Ensino Médio;Ideb Ensino Fundamental;Reprovação Escolar no Ensino Médio;Cobertura de Internet Móvel (4G/5G);Densidade de Internet Banda Larga Fixa;Densidade de Telefonia Móvel;Qualidade de Internet Móvel;Expectativa de Vida;Mortalidade entre 15 e 50 anos;Mortalidade por Doenças Crônicas Não Transmissíveis;Obesidade;Suicídios;Consumo de Alimentos Ultraprocessados;Áreas Verdes Urbanas;Emissões de CO?e por Habitante;Focos de Calor;Índice de Vulnerabilidade Climática dos Municípios;Supressão da Vegetação Primária e Secundária;Acesso a Programas de Direitos Humanos;Existência de Ações para Direitos de Minorias;Índice de Atendimento à Demanda de Justiça;Taxa de Congestionamento Líquido de Processos;Resposta a Processos Previdenciários;Resposta a Processos Familiares;Acesso à Cultura, Lazer e Esporte;Gravidez na Adolescência (<19 anos);Índice de Vulnerabilidade das Famílias do CadÚnico (IVCAD);Praças e Parques em Áreas Urbanas;Paridade de Gênero na Câmara Municipal;Paridade de Negros na Câmara Municipal;Violência contra Indígenas;Violência contra Mulheres;Violência contra Negros;Famílias em Situação de Rua;Empregados com Ensino Superior;Mulheres Empregadas com Ensino Superior;Nota Mediana do Enem
Rio do Antônio;BA;57,42;777,9;8619,79;74,97;58,87;38,4;73,54;57,64;85,81;82,9;63,86;45,89;61,86;63,89;2,16;52,03;72,39;27,01;87,31;290,63;90,19;15,85;6,35;59,48;15,05;68,1;26,86;40,74;93,24;82,04;98,86;0;0;1,9;31,95;4,75;8,72;7,08;35,8;4,4;6,58;58,81;3,18;39,69;91,27;69,38;1,53;291,77;12,06;12,68;100;7,37;4,69;16,74;41,51;27,68;0;0;81,33;86;4490,84;1511,12;2;10,1;0,3;1,49;0;0,81;0;18,31;57,94;0;30,62;40,07;514,67
Rio do Pires;BA;56,92;656,22;9365,44;72,55;59,41;38,79;67,3;59,07;87,84;75,98;70,94;42,19;64,65;59,85;15,14;52,95;75;12,08;94,36;2874,69;94,6;19,11;7,85;42,79;95,92;48,43;23,19;52,94;99,1;77,42;98,72;11,51;0;5,72;4,76;2,5;4,93;5,85;27,72;4,06;2,35;72,92;0,77;50,59;57,89;71;1,67;323,79;16,13;11,43;44,44;0,56;4,84;6,67;45,92;14,19;3;3;93;80;2118,6;2277,66;2;12,7;0,28;2,67;0,44;0,52;0;11,24;86,06;0;10,54;10,87;488,55
Rio Formoso;PE;55,87;227,46;18702,06;57,31;62,2;48,1;73;46,78;78,39;31,06;74,15;64,49;49,79;60,38;40,21;47,7;69,76;34,73;86,38;770,83;199,41;16,65;3,32;58,68;24,11;52,07;65,63;58,52;57,35;82,37;97,37;139,77;13,15;54,98;18,99;0,55;1,3;7,8;30,25;4,46;3,33;99,27;11,71;69,15;93,41;73,56;3,08;551,28;23,91;1,25;82,85;1,44;3,52;2;49,48;7,21;8;8;47,5;79;1342,36;350,75;4;21,23;0,31;0,58;0,55;0,38;0;55,23;80,58;0,64;57,74;56,26;487,02
Rio Real;BA;51,21;739,77;28086,48;63,02;56,42;34,2;72,17;64,32;92,54;23,05;62,47;56,53;46,77;59,92;13,4;50,58;44,67;28,16;87,48;1143,97;143,57;20,68;4,42;74,07;1,64;75,2;18,63;80,69;96,88;84,5;98,61;165,15;11,22;58,25;22,06;2,27;8,58;11,1;39,25;4,09;8,62;81,78;3,84;67,24;89,13;68,74;3,7;407,09;21,7;5,66;59,67;10,46;5,55;1,98;51,64;34,4;5;0;108;80;3019,08;1445,98;3;17,01;0,29;0,78;0,15;0,78;300;334,36;211,27;1,79;28,72;39,06;526,97
Rodelas;BA;55,42;2207,16;13387,74;69,24;58,1;38,93;64,44;90,33;90,6;31,6;66,26;52,09;58,14;55,92;33,96;53,77;49,54;18,43;52,09;333,62;162,96;24,62;3,76;97,61;98,02;89,65;29,31;88,71;93,6;76,49;97,75;97,74;9,56;50,45;34,92;2,45;10,03;6,58;36,27;4,33;5,23;88,46;19,62;15,82;87,99;72,41;2,61;420,91;19,29;13,58;20,45;0,01;5,54;0,97;50,23;26,74;8;6;193;59;2943,17;1179,07;6;23,05;0,27;3,71;0,89;0,56;16,46;608,26;765,77;0,8;21,1;28,45;499,98
Russas;CE;60,23;1611,09;15646,94;68,44;65,85;46,41;76,72;61,04;91,91;44,08;82,45;65,26;54,49;61,21;47,39;57,58;52,28;28,37;89,91;2625,99;117,88;11,01;3,91;73,37;49,61;51,49;36,15;84,42;95,39;81,47;98,49;86,85;10;39,49;24,41;0,08;0,9;5,8;19,48;6,03;1,33;91,17;15,73;74,89;94,26;72,43;2,35;392,29;25,23;10,97;76,22;8,34;3,91;1,92;49,45;31,54;10;10;95,6;82,5;1061,74;637,03;6;12,11;0,27;1,47;0,13;0,99;114,94;120,05;76,47;11,75;33,54;39,48;537,61
Ruy Barbosa;BA;55,99;1991,77;13364,81;71,09;57,2;39,68;72,04;76,31;91,21;44,8;64,04;57,42;51,96;55,36;12,32;52,52;70,72;23,17;78,29;1131,98;180,97;13,63;3,69;78,1;70,8;80,22;29,11;79,42;93,47;82,62;99,02;94,33;5,08;35,36;19,8;1,67;8,23;7;41,1;3,8;10,45;71,05;11,19;65,48;94,87;71,18;3,36;407,76;17,54;10,61;59,23;3,22;11,09;5,3;44,9;51,4;1;0;187;43,33;1143,79;878,46;5;18,72;0,28;0,93;0,18;0,76;0;46,06;39,31;1,89;20,84;26,63;517,28
Saboeiro;CE;57,1;1381,27;12189,79;68,32;57,09;45,89;78,51;49,64;86,68;58,43;73,8;50,33;54,73;49,48;39,52;49,94;67,88;26,23;92,56;585,24;126,57;6,18;4,99;51,07;64,67;30,9;33,64;51,8;97,52;80,2;95,44;50,44;7,21;34,65;18,77;0,13;6,15;10,68;25,75;5,29;2,02;73,44;1,32;47,53;91,33;67,87;2,57;398,92;14,25;10,11;48,38;0,01;12,92;12,99;53,18;42,52;10;6;85;66;1420,58;755,43;3;17,77;0,29;0,96;0,44;0,35;0;54,82;137,39;0;32,8;42,42;498,48
Sairé;PE;62,48;190,46;15823,8;72,37;65,69;49,39;80,6;63,78;86,57;58,52;77,73;64,4;57,48;63,16;29,95;51,05;85,67;30,87;85,32;863,51;122,99;10,29;2,64;53,98;2,63;99,03;25,12;58,65;91,21;80,32;97;42,02;6,07;34,44;16,53;1,6;0,1;5,3;16,12;4,72;4,5;99,93;24,03;50,83;92,28;72,05;2,63;320,4;19,23;4,59;100;4,82;5,69;1,84;42,73;17,66;4;6;106;65;792,94;500,45;4;17,15;0,29;0,36;0,22;0,89;0;14,57;0;0;37,46;46,36;544,19
Salgadinho;PE;57,87;87,22;14506,91;67,74;63,06;42,81;82,22;26,54;79,56;82,61;81,29;55,95;58,05;56,96;29,79;51,21;66,43;23,81;95,95;508,85;126,75;15,69;2,23;23,06;1,63;38,67;66,01;28,11;85,04;73,88;97,35;0;0;5,82;13,97;0,05;0;3,83;19,38;4,87;1;94,72;0,15;48,4;94,82;68,77;2,54;381,2;17,03;0;49,25;1,41;2,27;0;45,39;70,48;9;3;125;87,5;1393,06;939,44;3;11,44;0,32;2,83;0,67;0,9;;88,62;212,31;1,06;22,87;30,51;504,47
Salgueiro;PE;61,88;1678,56;15379,3;78,61;64,96;42,08;75,91;83,94;91,15;63,43;79,04;65,13;54,9;60,78;26,17;54,74;53,56;33,83;92,32;1170,29;144,06;15,16;4,01;81,18;83,52;100;38,35;82,07;95,14;88,54;93,2;24,26;4,34;19,24;29,82;0,43;1,25;5,5;16,83;5,04;4,53;88,56;14,69;79,28;93,86;72,92;2,49;460,85;21,08;7,05;78,91;4,02;5,88;2,89;44,99;23,77;9;0;82,5;73,5;1202,88;558,89;7;17,34;0,28;1,44;0,4;0,93;4,75;489,3;89,89;23,86;43,37;52,75;536,19
Salinas da Margarida;BA;57,18;150,57;13030,78;72,89;56,8;41,86;71,86;78,07;92,72;48,89;59,32;56,51;48,4;62,96;26,06;51,38;65,02;24,96;86,76;544,87;177,42;24,91;3,31;88,26;12,23;99,84;21,95;99,35;83,22;88,52;99,44;93,37;4,26;25,36;5;2;12,48;11,08;54,18;4,18;5,77;99,96;0,84;53,82;87,02;68,74;2,58;404,98;25,41;4,45;100;1,74;0,6;0;52,45;5,42;2;8;89,25;70,25;1964,92;841,56;3;15,87;0,29;0,79;0,22;0,82;0;104,89;121,85;0,87;35,71;43,32;473,87
Salitre;CE;53,15;806,25;9317,47;62,98;55,26;41,2;78,16;28,23;88,78;56,75;71,87;49,36;51,25;48,56;25,57;47,3;69,61;22,34;97,25;1000,18;153,7;17,48;2,97;23,43;11,19;22,68;37,87;33,93;97,49;94,88;98,41;42,01;8,07;21,64;33,67;0,62;7,22;11,55;30,27;5,44;1,78;70,31;3,81;44,03;90,17;68,91;2,89;458,59;11,69;9,62;82,09;7,7;17,28;10,22;58,92;54,66;4;6;99;64;2087,96;1239,63;4;22,65;0,3;0;0,18;0,81;0;43,58;71,57;0;31,49;41,9;455,66
Saloá;PE;54,63;251,55;12156,89;67,54;57,51;38,83;77,72;48,09;91,75;52,59;73,17;56,75;46,8;53,31;8,94;48,93;67,24;30,21;97,49;999,86;146,47;15,65;3,66;42,95;43,96;37,67;20,2;58,17;93,6;96,27;99,56;16,51;13,82;31,8;28,91;1,22;0,85;10,78;29,42;4,77;2,25;91,67;5,05;48,54;94,67;69,61;3,2;489;18,84;9,64;75,88;0,69;6,15;0;54,85;30,07;2;0;55;87,5;1961,52;772,54;3;14,41;0,33;2,77;0,44;0,85;0;62,18;171,12;0,45;39,43;50,82;493,02
Salvador;BA;62,05;693,44;24685,03;70,1;65,73;50,31;71,23;85,17;85,46;38,53;64,79;71,8;56,91;69,43;20,95;62,85;43,01;74,44;61,27;683,94;117,14;17,2;3,7;92,06;97,7;93,47;53,59;65,06;79,72;81,48;98,98;147,18;6,75;50,64;7,35;2,07;5,8;8,68;42,2;4,3;10,83;100;18,53;91,59;95,06;75,1;3;385,21;24,37;3,87;75,3;17,93;1,25;0;50,01;6,8;5;0;164,96;46,39;637,01;955,26;11;9,7;0,27;1,64;0,42;0,61;12,74;182,22;45,6;119,83;120,46;128,64;562,57
Sanharó;PE;55,74;268,06;13208,49;68,21;61,54;37,47;77,71;69,06;90,95;35,11;75,57;61,36;51,52;57,69;13,85;49,86;60,04;26,11;89,66;825,45;110,08;19,25;3,37;59,82;66,43;83,2;35,39;72,21;94,14;87,08;97,7;131,01;13,05;41,88;39,73;0,65;0,87;7,58;24,6;4,27;1,15;91,42;15,72;73,68;79,66;70,47;3,65;334,68;18,13;12,08;55,12;8,51;6,89;1,07;48,23;56,16;3;0;65,5;85,5;733,3;620;3;19,76;0,29;2,55;0;0,74;0;221,25;180,34;0,26;32,9;43,65;498,61
Santa Bárbara;BA;54,83;347,02;8373,35;61,38;60,06;43,04;70,13;50,98;86,08;38,34;62,94;62,28;56,73;58,31;29,22;49,75;63,11;30,09;78,52;306,82;126,55;21,37;5,24;60,64;5,46;61,76;46,63;41,9;92,82;82,18;99,36;111,09;9,4;37,23;15,27;3,05;3,05;4,82;49,63;3,51;14,17;81,9;4;90,4;92,69;71,5;2,61;346,01;17,95;7,16;89,92;2,41;2,88;0,48;50,99;30,01;16;0;51;83,5;2442,63;1455,41;3;14,96;0,31;0,13;0,36;0;0;187,95;103,39;1,61;29,36;40,82;521,44
Santa Brígida;BA;51,62;934,46;7794,64;64,95;47,91;42;77,63;48,5;76,46;57,2;53,59;37,74;48,91;51,41;10,17;44,9;89,17;23,77;93,45;713,55;164,99;12,52;3,46;42,29;39,2;58,47;48,71;42,62;79,8;58,46;96,98;51,21;6,72;21,38;14,7;2,62;13,78;15,05;53,28;4,04;11,83;46,19;8,71;24,79;75,97;67,58;2,41;375,72;25,27;10,02;78,6;1,66;14,65;9,36;51;41,05;2;0;185,3;51,1;2085,91;1899,64;4;20,68;0,35;1,35;0,44;0,7;0;6,72;0;0,47;26,69;34,36;488,32
Santa Cruz;PE;52,36;1245,98;9397,15;69,6;54,69;32,8;70,5;42,38;85,69;79,82;73,18;40,12;55,15;50,31;9,16;48,37;44,27;29,39;79,6;1831,12;109,98;15,42;5,68;35,23;31,8;46,62;41,89;34,47;91,9;90,32;96,66;0;0;12,64;14,45;1,82;4,73;7,05;22;4,36;1,42;41,56;2,59;46,88;79,13;68,31;1,97;373,47;16,36;11,56;85,36;0,05;11,42;29,62;52,65;33,19;2;0;111,17;67,67;2621,53;1150,49;4;19,64;0,31;0,96;0,67;0,48;625;267,92;436,97;0;37,94;49,9;498,02
Santa Cruz Cabrália;BA;52,32;1462,94;17900,51;57,38;57,3;42,28;67,49;59,25;82,84;19,96;58,36;65,33;52,95;52,58;22,07;49,45;69,07;28,53;62,43;655,03;149,34;16,37;4,83;54,43;32,76;72,56;31,43;79,71;70,6;75,39;96,82;165,51;12,23;65,79;10,96;1,97;11,25;15,3;47,28;4,05;6,1;91,12;10,4;90,31;88,58;72,03;3,16;397,29;19,83;5,48;83,49;4,54;12,86;4,45;55,59;28,88;8;0;221;54;3668,4;1233,21;5;19,94;0,31;0,82;0,36;0,76;1,37;44,18;37,82;6,81;38,16;45,15;481,45
Santa Cruz da Baixa Verde;PE;55,18;114,93;9585,43;63,38;62,98;39,19;80,55;21,86;90,54;60,56;77,3;56,79;57,35;60,47;15,18;51,4;65,02;25,13;94,61;898,16;131,35;12,19;3,06;4,83;45,34;1,54;30,35;53,63;94,61;96,73;96,97;39,11;11,26;15,56;12,97;0,88;1,25;7,57;17,95;5,1;4,53;98,9;0,07;57,37;87,15;72,14;2,7;465,74;12,9;3,46;77,96;2,7;2,67;6,05;47,44;27,4;5;0;134;79,67;2280,67;981,71;4;17,03;0,29;1,2;0,67;0,75;0;152,03;151,52;2,34;27,07;35,94;505,4
Santa Cruz da Vitória;BA;56,12;284,08;15187,59;72,56;55,18;40,62;69,29;87,1;93,38;40,46;64,71;56,44;45,35;54,24;16,02;44,77;68,44;33,27;92,08;602,76;179,37;25,92;4,77;90,92;91,73;83,07;17,36;90,39;94,72;87,14;97,3;124,61;0;59,82;21,36;2,64;8,73;10,53;35,97;4,03;2,22;81,22;1;61,85;97,11;72,17;3,86;488,6;23,33;0;100;0,21;16,16;4,27;51,16;5,75;3;4;88;92,5;3811,52;1419,8;1;27,57;0,28;0;0,44;0,83;0;68,26;89,39;1,95;52,3;64,84;465,64
Santa Cruz do Capibaribe;PE;62,55;335,31;18602,3;75,15;65,92;46,57;76,27;65,41;97,46;61,46;72,6;68,55;61,65;60,88;43,44;57,82;56,25;28,78;90,89;380,02;150,18;16,17;3,83;43,99;98,05;71,02;31,48;92,92;98,75;96,18;98,94;47,95;4,33;27,28;8,75;1,17;1,28;9,58;24,98;4,58;6,72;99,56;10,65;90,1;93,45;73,35;1,92;421,25;17,84;4,27;81,4;1,04;1,19;0;43,25;55,07;9;8;159,11;66;1517,08;399,55;8;13,62;0,27;0,85;0,24;0,91;61,98;176,48;28,39;6,26;31,8;36,96;538,87
Santa Filomena;PE;51,92;1005,34;9082,92;63,84;54,18;37,74;77,66;36,44;83,82;57,46;72,66;36,76;58,1;49,22;17,23;47,27;59,37;27,07;83,96;902,96;75,61;19,03;3,7;30,9;1,99;38;25,38;32,09;87,88;89,02;96,07;35,5;12,58;23,13;11,56;1,07;5,88;7,22;25,22;4,42;2,4;21,34;4,67;30,37;95,15;70,1;2,24;310,93;14,93;21,48;53,65;0;7,75;61,13;51,58;44,69;6;0;111,17;67,67;2621,53;1150,49;2;19,06;0,31;0,87;0;0,76;0;221,37;229,89;0,42;29,02;37,34;509,23
Santa Inês;BA;59,31;379,27;7220,56;72,94;58,65;46,33;66,18;88,33;84,23;53,04;68,98;58,21;52,13;55,29;49,35;50,73;62,2;23,03;83,65;4326,16;218,63;11,73;4,45;93,09;96,7;88,07;27,74;94,19;96,24;56,71;89,16;100,59;0;29,13;11,65;0,67;3,37;13,77;31,03;4,29;3,47;94,53;5,64;55,77;91,24;67,25;2,76;491,19;19,95;6,47;0;2,05;14,25;5,83;49,05;18,4;14;10;81,5;79;2506,68;1588,36;4;12,38;0,33;2,92;0;0,58;0;149,88;115,59;2,79;20,91;26,83;539,31
Santa Luzia;BA;50,61;824,47;8708,45;63,49;50,9;37,45;67,95;68,7;85,75;31,57;49,64;49,21;56,96;47,78;15,74;45,39;69,33;19,34;72,66;869,42;157,82;22,45;4,38;68,1;80,91;58,37;22,81;70,46;85,71;80,44;94,38;132,45;10,11;53,74;10,07;5,33;12,4;15,77;58,55;3,36;7,12;71,3;9,73;39,36;85,24;71,07;2,46;374,76;18,11;10,79;63,33;1,65;91,39;5,76;46,97;37,75;4;0;107,33;50,67;2278,17;869,38;2;23,63;0,31;0,7;0;0,75;0;48,51;41,82;2,5;22,99;31,81;481,33
Santa Maria da Boa Vista;PE;58,11;3000,77;13310,46;67,61;59,05;47,69;78,05;54,63;79,05;58,7;66,83;53,22;60,41;55,74;56,84;51,13;58,02;24,77;84,69;489,51;96,29;17,51;3,52;72,51;49,18;44,74;57,98;41,13;87,74;68,56;92,78;31,77;3,31;34,01;18,24;1,38;4,62;8,35;33,93;3,94;11,1;65,32;7,95;60,29;91,69;71,39;2,51;280,9;18,81;5,42;73,89;1,69;2,74;5,42;55,33;28,64;12;12;104,5;58,33;1515,18;570,4;7;20,6;0,3;0,44;0,31;0,81;8,33;229,58;84,69;1,06;29,04;38,98;493,95
Santa Maria da Vitória;BA;54,09;1984,91;14949;65,39;58,35;38,54;70,73;70,53;86,64;33,64;66,04;56,52;55,96;54,89;7,3;52;72,05;22,8;82,88;980,02;132,6;17,84;5,42;80,12;8,47;83,66;16,54;61,37;93,04;79,49;95,48;112,28;11,38;48,7;20,21;2,9;6,83;8,83;35,6;4,22;4,95;63,05;5,65;79,54;93,97;70,49;3,14;356,09;14,78;5,7;65,97;4,58;14,59;8,03;50,59;25,7;1;0;148,5;47,5;3998,68;1800,19;2;15,58;0,29;5,47;0,15;0,74;0;73,46;9,69;5,07;25,51;32,43;517,13
Santa Maria do Cambucá;PE;52,76;92,15;8474,13;60,86;58,92;38,49;72,7;37,13;83,06;50,56;75,72;54,1;48,85;57;12,87;45,8;83,57;11,72;77,12;598,61;172,62;17,56;3,18;15,52;14,93;52,19;27,87;30,84;86,97;83,95;98,21;44,51;9,37;39,96;8,92;2,67;0;4,22;20,22;4,13;2,22;99,94;3,41;31,64;92,39;69,08;2,98;487,66;21,29;3,57;63,84;0,56;1,84;0;49,73;49,53;3;0;191;66,67;1906,79;928,59;1;18,35;0,33;2,01;0;0,56;0;16,86;0;0,86;6,54;7,8;503,72
Santa Quitéria;CE;57,64;4262,29;15327,3;67,69;61,83;43,39;75,52;50,13;88,54;56,58;80,68;52,91;54,43;59,3;36,25;52,56;53,34;31,42;86,1;655,65;130,6;16,25;4,03;64,01;16,86;43,45;35,98;58,27;94,09;84,94;97,55;66,27;6,19;22,9;11,95;0,22;1,48;6,87;17,13;5,45;0,3;65,83;11,77;53,79;90,62;71,48;2,69;400,25;17,79;14,43;65,53;5,15;5,84;43,55;44,73;25,26;6;8;128,75;75,4;664,32;855,04;4;17,11;0,28;1,07;0,46;0,81;68,03;112,92;244,97;2,99;43,41;52,25;490,51
Santa Rita de Cássia;BA;50,59;6030,49;9996,79;64,97;53,61;33,18;72,37;56,93;66,01;64,55;67,52;46,68;60,57;39,67;4,77;50,14;55,22;22,58;96,1;1300,34;93,41;22,78;6,06;50,53;67,72;57,75;41,59;50,87;80,02;43,59;75,33;32,67;2,49;19,72;11,68;2,8;4,65;7,08;34,87;4,03;6,18;54,99;1,52;54,56;87,83;70,93;2,38;291,73;15,07;8,76;79,12;2,27;113,59;107,34;53,76;28,63;1;0;75,33;67;4610,77;2490,21;5;15,15;0,33;1,08;0;0,8;39,68;171,83;48,79;2,36;24,74;32,8;497,31
Santa Terezinha;BA;53,76;719,26;9418,12;63,22;56,78;41,27;74,14;59,97;80,17;38,6;71,63;46,2;58,93;50,37;32,64;49,23;73,34;9,84;92,78;1210,76;148,86;18,16;4,26;65,86;4,85;76,94;32,75;49,65;84,04;65,91;96,9;114,49;6,18;44,06;45,97;2,5;4,88;5,3;28,53;4,41;3,53;76,96;1,85;24,41;89,97;73,24;2,34;372,44;19,75;11,97;66,67;3,09;34,43;4,79;52,28;27,24;8;7;129;80;3018,33;2048,62;1;14,39;0,3;1,97;0,22;0,68;0;37,09;21,1;1,54;6,41;6,99;485,56
Santa Terezinha;PE;59,34;200,33;11001,83;77,04;58,67;42,32;77,29;68,91;92,45;69,52;76,53;52,89;48,71;56,54;24,48;49,05;62,75;33,01;91,52;414,07;159,82;16,34;3,14;57,5;63,88;79,71;23,42;60,47;96,98;95,84;98,54;43,14;0;21,48;9,76;1,18;0,18;6,12;17,58;4,54;6,02;77,76;20,15;54,13;69,16;69,2;2,76;423,99;22,58;9,76;79,57;0,25;5,66;13,67;48,86;21,95;6;3;62;82;1414,73;660,68;3;16,99;0,3;0;0,22;0,37;0;132,35;128,62;6,55;36,75;47,02;524,01
Santaluz;BA;55,15;1623,44;13177,46;72,52;59,29;33,64;76,01;64,98;83,83;65,27;65,3;55;61,21;55,63;12,26;51,2;52,42;18,67;91,31;1667,31;107,38;14,88;4,58;60,14;54,4;71,35;27,47;63,58;81,36;73,06;99,16;38,35;1,74;17,97;14,8;2,1;7,4;7,42;36,55;3,95;9,18;73,8;6,82;59,5;93,03;70,82;2,18;304,57;17,23;6,87;71,36;2,97;5,11;0,79;49,79;48,8;4;0;129,5;55;3832,71;2305,98;5;19,47;0,29;1,72;0,15;0,39;90,91;162,9;85,34;1,36;20,69;24,3;505,7
Santana;BA;57,25;1909,35;13579,33;69,99;60,5;41,26;72,24;55,27;83,47;68,99;72,29;52,61;63,75;53,35;8,98;49,7;84,35;22,02;90,44;1319,17;104,44;17,5;6,07;58,75;1,22;69,75;29,38;48,93;95,25;68,71;96,48;13,84;4,11;8,89;12,93;0,6;7,05;5,53;29,68;4,2;2,18;70,07;4,45;66,05;84,57;71,58;1,94;285,52;16,67;11,31;60,9;4,84;15,9;11,31;51,68;32,08;3;0;85;74;3079,88;1804,17;2;16,22;0,29;1,13;0,55;0,92;0;4,11;11,99;0,54;18,22;24,44;506,62
Santana do Acaraú;CE;58,66;972,57;8804,31;67,11;60,87;48,01;80;52,83;83,83;51,78;75,18;51,11;56,55;60,64;34,89;52,77;74,74;29,63;91,21;684,04;107,28;17,12;2,96;60,46;31,67;38,87;19,09;42,36;91,48;77,11;97,25;88,65;6,63;34,61;18,28;0,73;4,78;8,45;24,92;5,2;1,45;78,55;1,04;40,72;95,64;70,28;2,13;364,43;15,24;11,1;100;0,08;3,78;5,55;43,34;23,77;16;0;127;60;991,91;862,02;6;16,47;0,29;0,54;0,46;0,34;0;18,56;34,64;6,13;35,88;50,02;487,53
Santana do Cariri;CE;58,71;855,16;9227,04;72,04;59,81;44,28;79,48;53,18;87,13;68,4;70,62;53,73;60,72;54,15;25,82;50,6;65,78;34,94;89,29;761,15;136,69;7,45;3,68;58,85;85;26;38,34;62,21;96,08;80,94;93,5;24,77;5,93;10,32;19,17;0,93;7,12;11,45;27,03;4,83;1,87;82,91;1,86;50,9;92,74;71,72;1,78;399,19;14,71;9,44;85,98;0,49;10,23;43,06;46,54;25,4;4;5;81;69;1715,74;504,75;4;19,78;0,29;1,71;0,55;0,57;0;99,62;168,71;0,42;49,8;67,17;456,79
Santanópolis;BA;53,67;222,69;7687,43;60,86;57,44;42,7;72,16;43,74;75,7;51,85;62,75;52,37;57,64;56,98;25,32;53,66;68,4;23,42;100;456,58;142,86;30,49;4,57;57,62;2,52;46,03;51,04;9,45;90,64;61,56;97,33;51,65;5,46;34,42;2,87;4,65;5,62;3,55;45,17;3,64;10,63;85,2;0,57;39,54;96,08;69,76;2,51;364,25;14,51;4,59;78,1;2,52;3,49;0;53,54;26,34;11;0;59;85,5;2611,61;1296,86;3;8,61;0,3;0,8;0,22;0;0;56,76;60,85;0,65;31,05;40,86;488,85
Santo Amaro;BA;54,03;494,5;19622,61;62,88;56,24;42,96;65,23;78,68;87,76;19,85;58,15;61,15;49,49;56,18;31,83;53,4;61,7;24,9;42,02;403,23;146,06;14,13;4,4;79,11;80,69;85,12;35,14;83,9;89,6;75,22;95,44;197,83;9,45;66,06;8,93;3,1;6,18;10,82;48,78;3,73;15,57;98,24;13,25;52,09;93,16;71,29;3,5;387,84;24,29;4,91;74,03;2,89;2,49;0;56;32,21;3;10;234,33;43;3629,49;2072,41;5;14,63;0,29;0,82;0,27;0,99;35,71;48,59;49,13;2,18;27,94;34,54;523,85
Santo Antônio de Jesus;BA;56,63;261,74;22592,86;64,74;63,59;41,57;68,16;86,2;91,89;12,7;67,16;71,93;52,96;62,32;12,05;59,2;55,49;39,54;73,38;756,69;197,84;16,91;4,24;87,7;85,76;93,43;28,94;81,08;95,03;89,49;95;227,37;8,37;83,64;58,8;1,75;5,05;8,15;35,82;4,21;9,45;97,34;22,8;90,63;93,53;73,92;2,78;474,2;24,57;6,02;78,33;5,88;2,44;0,19;48,83;24,32;3;0;92;72,43;1817,92;912,52;7;10,09;0,26;1,01;0,13;0,99;158,94;80,04;28,92;12,69;45,22;55,03;551,81
Santo Estêvão;BA;59,85;360,33;16759,08;69,23;61,91;48,42;74,21;63,39;86,99;52,32;61,27;62,97;59,51;63,89;45,75;55,49;67,59;24,85;90,95;621,31;155,05;16,31;4,5;84,1;7,18;72,63;43,56;49,82;90,17;84,02;99,69;87,68;6,55;33,29;13,01;1,9;9,75;8,92;45,78;3,71;9,18;91,22;5,71;84,01;90,02;73,47;2,69;415,79;17,05;4,97;61,92;4,79;4,55;0,19;41,02;25,75;9;10;163;57,33;1434,6;1047,66;6;11,37;0,29;0,99;0,13;0,83;0;120,08;32,77;1,23;27,84;35,46;500,3
São Benedito;CE;56,53;350,85;12678,53;68,23;62,86;38,49;77,32;55,51;87,71;52,37;81,61;60,42;47,56;61,84;18,75;50;51,57;33,65;96,95;784,5;186,47;13,32;3,24;68,37;19,3;46,53;22,03;41,37;90,63;93,09;98,76;75,28;6,69;33,17;18,47;0,33;0,8;5,6;16,57;5,44;0,58;98,08;10,02;54,15;92,68;70,84;2,96;486,19;19,7;15,53;76,42;4,29;1,88;1,47;49,28;23,82;4;0;296,25;76;419,68;617,25;2;15,22;0,29;0,62;0,62;0,22;56,6;255,9;103,38;15,22;42,68;60,5;498,83
